_id,Year_Month,Card_type,Travel_Mode,Trip
549,Aug-2017,Day Pass without SAF,Train,18
550,Aug-2017,Employee,Train,316870
551,Aug-2017,Free Travel,Train,34768
552,Aug-2017,School Student,Train,1234164
553,Aug-2017,Senior/Pensioner,Train,2902953
554,Aug-2017,Sgl Trip Rail Adult,Train,329921
555,Aug-2017,Sgl Trip Rail Child/Youth,Train,63560
556,Sep-2017,Adult,Bus,13735459
557,Sep-2017,Adult Single Bus Trip 1,Bus,150254
558,Sep-2017,Adult Single Bus Trip 2,Bus,85965
559,Sep-2017,Adult Single Bus Trip 3,Bus,32005
560,Sep-2017,Child/Youth,Bus,1264103
561,Sep-2017,Child/Youth Single Bus Trip 1,Bus,45357
562,Sep-2017,Child/Youth Single Bus Trip 2,Bus,34037
563,Sep-2017,Child/Youth Single Bus Trip 3,Bus,9811
564,Sep-2017,Concession,Bus,1774365
565,Sep-2017,Day Pass Child/Youth w/o SAF,Bus,31
566,Sep-2017,Day Pass without SAF,Bus,152
567,Sep-2017,Employee,Bus,70403
568,Sep-2017,Free Travel,Bus,37030
569,Sep-2017,School Student,Bus,1932171
570,Sep-2017,Senior/Pensioner,Bus,3987618
571,Sep-2017,Adult,Ferry,810739
572,Sep-2017,CTP,Ferry,2049
573,Sep-2017,Child/Youth,Ferry,113007
574,Sep-2017,Concession,Ferry,27929
575,Sep-2017,Day Pass without SAF,Ferry,1
576,Sep-2017,Employee,Ferry,4735
577,Sep-2017,Free Travel,Ferry,2164
578,Sep-2017,School Student,Ferry,1626
579,Sep-2017,Senior/Pensioner,Ferry,172131
580,Sep-2017,Sgl Trip Ferry Adult,Ferry,51151
581,Sep-2017,Sgl Trip Ferry Child/Youth,Ferry,12129
582,Sep-2017,Adult,Light Rail,557826
583,Sep-2017,Child/Youth,Light Rail,36029
584,Sep-2017,Concession,Light Rail,29661
585,Sep-2017,Free Travel,Light Rail,789
586,Sep-2017,School Student,Light Rail,4709
587,Sep-2017,Senior/Pensioner,Light Rail,130108
588,Sep-2017,Sgl Trip LR Adult,Light Rail,4194
589,Sep-2017,Sgl Trip LR Child/Youth,Light Rail,899
590,Sep-2017,Adult,Train,24295203
591,Sep-2017,Child/Youth,Train,1219264
592,Sep-2017,Concession,Train,2208678
593,Sep-2017,Day Pass Child/Youth w/o SAF,Train,28
594,Sep-2017,Day Pass without SAF,Train,174
595,Sep-2017,Employee,Train,284062
596,Sep-2017,Free Travel,Train,30029
597,Sep-2017,School Student,Train,819372
598,Sep-2017,Senior/Pensioner,Train,2805731
599,Sep-2017,Sgl Trip Rail Adult,Train,330192
600,Sep-2017,Sgl Trip Rail Child/Youth,Train,74585
601,Oct-2017,Adult,Bus,14493838
602,Oct-2017,Adult Single Bus Trip 1,Bus,154191
603,Oct-2017,Adult Single Bus Trip 2,Bus,88281
604,Oct-2017,Adult Single Bus Trip 3,Bus,32576
605,Oct-2017,Child/Youth,Bus,1262367
606,Oct-2017,Child/Youth Single Bus Trip 1,Bus,42773
607,Oct-2017,Child/Youth Single Bus Trip 2,Bus,31260
608,Oct-2017,Child/Youth Single Bus Trip 3,Bus,8908
609,Oct-2017,Concession,Bus,1841943
610,Oct-2017,Day Pass Child/Youth w/o SAF,Bus,20
611,Oct-2017,Day Pass without SAF,Bus,76
612,Oct-2017,Employee,Bus,71545
613,Oct-2017,Free Travel,Bus,39006
614,Oct-2017,School Student,Bus,2060482
615,Oct-2017,Senior/Pensioner,Bus,4107245
616,Oct-2017,Adult,Ferry,897449
617,Oct-2017,CTP,Ferry,2459
618,Oct-2017,Child/Youth,Ferry,115643
619,Oct-2017,Concession,Ferry,25454
620,Oct-2017,Day Pass without SAF,Ferry,1
621,Oct-2017,Employee,Ferry,5098
622,Oct-2017,Free Travel,Ferry,2145
623,Oct-2017,School Student,Ferry,1718
624,Oct-2017,Senior/Pensioner,Ferry,183390
625,Oct-2017,Sgl Trip Ferry Adult,Ferry,58384
626,Oct-2017,Sgl Trip Ferry Child/Youth,Ferry,11756
627,Oct-2017,Adult,Light Rail,628033
628,Oct-2017,Child/Youth,Light Rail,38062
629,Oct-2017,Concession,Light Rail,30368
630,Oct-2017,Free Travel,Light Rail,946
631,Oct-2017,School Student,Light Rail,4544
632,Oct-2017,Senior/Pensioner,Light Rail,144853
633,Oct-2017,Sgl Trip LR Adult,Light Rail,4756
634,Oct-2017,Sgl Trip LR Child/Youth,Light Rail,899
635,Oct-2017,Adult,Train,25069317
636,Oct-2017,Child/Youth,Train,1167816
637,Oct-2017,Concession,Train,2229618
638,Oct-2017,Day Pass Child/Youth w/o SAF,Train,7
639,Oct-2017,Day Pass without SAF,Train,73
640,Oct-2017,Employee,Train,285686
641,Oct-2017,Free Travel,Train,30517
642,Oct-2017,School Student,Train,824499
643,Oct-2017,Senior/Pensioner,Train,2880156
644,Oct-2017,Sgl Trip Rail Adult,Train,351369
645,Oct-2017,Sgl Trip Rail Child/Youth,Train,71176
646,Nov-2017,Adult,Bus,14927209
647,Nov-2017,Adult Single Bus Trip 1,Bus,152433
648,Nov-2017,Adult Single Bus Trip 2,Bus,86713
649,Nov-2017,Adult Single Bus Trip 3,Bus,31905
650,Nov-2017,Child/Youth,Bus,1175200
651,Nov-2017,Child/Youth Single Bus Trip 1,Bus,36062
652,Nov-2017,Child/Youth Single Bus Trip 2,Bus,23996
653,Nov-2017,Child/Youth Single Bus Trip 3,Bus,6816
654,Nov-2017,Concession,Bus,1473370
655,Nov-2017,Day Pass without SAF,Bus,1
656,Nov-2017,Employee,Bus,74772
657,Nov-2017,Free Travel,Bus,39917
658,Nov-2017,School Student,Bus,2589339
659,Nov-2017,Senior/Pensioner,Bus,4269152
660,Nov-2017,Adult,Ferry,901775
661,Nov-2017,CTP,Ferry,2019
662,Nov-2017,Child/Youth,Ferry,75010
663,Nov-2017,Concession,Ferry,24358
664,Nov-2017,Employee,Ferry,5435
665,Nov-2017,Free Travel,Ferry,2330
666,Nov-2017,School Student,Ferry,2444
667,Nov-2017,Senior/Pensioner,Ferry,183905
668,Nov-2017,Sgl Trip Ferry Adult,Ferry,63149
669,Nov-2017,Sgl Trip Ferry Child/Youth,Ferry,7171
670,Nov-2017,Adult,Light Rail,649009
671,Nov-2017,Child/Youth,Light Rail,35504
672,Nov-2017,Concession,Light Rail,31344
673,Nov-2017,Employee,Light Rail,2
674,Nov-2017,Free Travel,Light Rail,937
675,Nov-2017,School Student,Light Rail,5671
676,Nov-2017,Senior/Pensioner,Light Rail,146513
677,Nov-2017,Sgl Trip LR Adult,Light Rail,5215
678,Nov-2017,Sgl Trip LR Child/Youth,Light Rail,791
679,Nov-2017,Adult,Train,25763265
680,Nov-2017,Child/Youth,Train,1062144
681,Nov-2017,Concession,Train,1827754
682,Nov-2017,Day Pass without SAF,Train,2
683,Nov-2017,Employee,Train,300528
684,Nov-2017,Free Travel,Train,32193
685,Nov-2017,School Student,Train,1065221
686,Nov-2017,Senior/Pensioner,Train,2979774
687,Nov-2017,Sgl Trip Rail Adult,Train,366190
688,Nov-2017,Sgl Trip Rail Child/Youth,Train,60053
689,Dec-2017,Adult,Bus,13321082
690,Dec-2017,Adult Single Bus Trip 1,Bus,158523
691,Dec-2017,Adult Single Bus Trip 2,Bus,91020
692,Dec-2017,Adult Single Bus Trip 3,Bus,33611
693,Dec-2017,Child/Youth,Bus,1412859
694,Dec-2017,Child/Youth Single Bus Trip 1,Bus,48701
695,Dec-2017,Child/Youth Single Bus Trip 2,Bus,38599
696,Dec-2017,Child/Youth Single Bus Trip 3,Bus,11737
697,Dec-2017,Concession,Bus,1066654
698,Dec-2017,Day Pass Child/Youth w/o SAF,Bus,2
699,Dec-2017,Employee,Bus,69644
700,Dec-2017,Free Travel,Bus,35334
701,Dec-2017,School Student,Bus,926795
702,Dec-2017,Senior/Pensioner,Bus,3927879
703,Dec-2017,Adult,Ferry,1046211
704,Dec-2017,CTP,Ferry,2307
705,Dec-2017,Child/Youth,Ferry,146402
706,Dec-2017,Concession,Ferry,28201
707,Dec-2017,Employee,Ferry,5165
708,Dec-2017,Free Travel,Ferry,2099
709,Dec-2017,School Student,Ferry,988
710,Dec-2017,Senior/Pensioner,Ferry,185440
711,Dec-2017,Sgl Trip Ferry Adult,Ferry,75067
712,Dec-2017,Sgl Trip Ferry Child/Youth,Ferry,18807
713,Dec-2017,Adult,Light Rail,643916
714,Dec-2017,Child/Youth,Light Rail,49043
715,Dec-2017,Concession,Light Rail,28319
716,Dec-2017,Employee,Light Rail,1
717,Dec-2017,Free Travel,Light Rail,852
718,Dec-2017,School Student,Light Rail,1860
719,Dec-2017,Senior/Pensioner,Light Rail,148175
720,Dec-2017,Sgl Trip LR Adult,Light Rail,5741
721,Dec-2017,Sgl Trip LR Child/Youth,Light Rail,1399
722,Dec-2017,Adult,Train,22729922
723,Dec-2017,Child/Youth,Train,1423432
724,Dec-2017,Concession,Train,1406927
725,Dec-2017,Employee,Train,254579
726,Dec-2017,Free Travel,Train,26829
727,Dec-2017,School Student,Train,385688
728,Dec-2017,Senior/Pensioner,Train,2749627
729,Dec-2017,Sgl Trip Rail Adult,Train,396404
730,Dec-2017,Sgl Trip Rail Child/Youth,Train,94481
731,Jan-2018,Adult,Bus,13665898
732,Jan-2018,Adult Single Bus Trip 1,Bus,144931
733,Jan-2018,Adult Single Bus Trip 2,Bus,80665
734,Jan-2018,Adult Single Bus Trip 3,Bus,29410
735,Jan-2018,Child/Youth,Bus,1559929
736,Jan-2018,Child/Youth Single Bus Trip 1,Bus,49176
737,Jan-2018,Child/Youth Single Bus Trip 2,Bus,40857
738,Jan-2018,Child/Youth Single Bus Trip 3,Bus,12535
739,Jan-2018,Concession,Bus,1022052
740,Jan-2018,Employee,Bus,67410
741,Jan-2018,Free Travel,Bus,34628
742,Jan-2018,On Demand,Bus,232
743,Jan-2018,Other,Bus,24389
744,Jan-2018,School Student,Bus,186979
745,Jan-2018,Senior/Pensioner,Bus,3857789
746,Jan-2018,Adult,Ferry,1112314
747,Jan-2018,CTP,Ferry,2466
748,Jan-2018,Child/Youth,Ferry,199548
749,Jan-2018,Concession,Ferry,29192
750,Jan-2018,Employee,Ferry,6262
751,Jan-2018,Free Travel,Ferry,2417
752,Jan-2018,School Student,Ferry,252
753,Jan-2018,Senior/Pensioner,Ferry,220589
754,Jan-2018,Sgl Trip Ferry Adult,Ferry,79580
755,Jan-2018,Sgl Trip Ferry Child/Youth,Ferry,23423
756,Jan-2018,Adult,Light Rail,142036
757,Jan-2018,Child/Youth,Light Rail,14275
758,Jan-2018,Concession,Light Rail,6681
759,Jan-2018,Free Travel,Light Rail,194
760,Jan-2018,School Student,Light Rail,441
761,Jan-2018,Senior/Pensioner,Light Rail,28435
762,Jan-2018,Sgl Trip LR Adult,Light Rail,1211
763,Jan-2018,Sgl Trip LR Child/Youth,Light Rail,447
764,Jan-2018,Adult,Train,22118391
765,Jan-2018,Child/Youth,Train,1491713
766,Jan-2018,Concession,Train,1278438
767,Jan-2018,Day Pass without SAF,Train,1
768,Jan-2018,Employee,Train,237035
769,Jan-2018,Free Travel,Train,24340
770,Jan-2018,School Student,Train,80493
771,Jan-2018,Senior/Pensioner,Train,2550328
772,Jan-2018,Sgl Trip Rail Adult,Train,317462
773,Jan-2018,Sgl Trip Rail Child/Youth,Train,88665
774,Feb-2018,Adult,Bus,14158256
775,Feb-2018,Adult Single Bus Trip 1,Bus,135021
776,Feb-2018,Adult Single Bus Trip 2,Bus,72765
777,Feb-2018,Adult Single Bus Trip 3,Bus,25901
778,Feb-2018,Child/Youth,Bus,1271723
779,Feb-2018,Child/Youth Single Bus Trip 1,Bus,28631
780,Feb-2018,Child/Youth Single Bus Trip 2,Bus,19424
781,Feb-2018,Child/Youth Single Bus Trip 3,Bus,5413
782,Feb-2018,Concession,Bus,1275676
783,Feb-2018,Employee,Bus,71212
784,Feb-2018,Free Travel,Bus,36666
785,Feb-2018,On Demand,Bus,672
786,Feb-2018,Other,Bus,55421
787,Feb-2018,School Student,Bus,2701483
788,Feb-2018,Senior/Pensioner,Bus,3956457
789,Feb-2018,Adult,Ferry,902195
790,Feb-2018,CTP,Ferry,2069
791,Feb-2018,Child/Youth,Ferry,65080
792,Feb-2018,Concession,Ferry,24733
793,Feb-2018,Employee,Ferry,4994
794,Feb-2018,Free Travel,Ferry,2129
795,Feb-2018,School Student,Ferry,2904
796,Feb-2018,Senior/Pensioner,Ferry,184482
797,Feb-2018,Sgl Trip Ferry Adult,Ferry,63773
798,Feb-2018,Sgl Trip Ferry Child/Youth,Ferry,8079
799,Feb-2018,Adult,Light Rail,550240
800,Feb-2018,Child/Youth,Light Rail,35485
801,Feb-2018,Concession,Light Rail,26363
802,Feb-2018,Free Travel,Light Rail,793
803,Feb-2018,School Student,Light Rail,6277
804,Feb-2018,Senior/Pensioner,Light Rail,135060
805,Feb-2018,Sgl Trip LR Adult,Light Rail,4590
806,Feb-2018,Sgl Trip LR Child/Youth,Light Rail,737
807,Feb-2018,Adult,Train,23096119
808,Feb-2018,Child/Youth,Train,1013582
809,Feb-2018,Concession,Train,1546266
810,Feb-2018,Employee,Train,259220
811,Feb-2018,Free Travel,Train,27068
812,Feb-2018,School Student,Train,1071662
813,Feb-2018,Senior/Pensioner,Train,2656033
814,Feb-2018,Sgl Trip Rail Adult,Train,314269
815,Feb-2018,Sgl Trip Rail Child/Youth,Train,51872
816,Mar-2018,Adult,Bus,15671919
817,Mar-2018,Adult Single Bus Trip 1,Bus,149812
818,Mar-2018,Adult Single Bus Trip 2,Bus,81989
819,Mar-2018,Adult Single Bus Trip 3,Bus,28085
820,Mar-2018,Child/Youth,Bus,1325239
821,Mar-2018,Child/Youth Single Bus Trip 1,Bus,33439
822,Mar-2018,Child/Youth Single Bus Trip 2,Bus,22468
823,Mar-2018,Child/Youth Single Bus Trip 3,Bus,6274
824,Mar-2018,Concession,Bus,2271925
825,Mar-2018,Day Pass Child/Youth w/o SAF,Bus,17
826,Mar-2018,Day Pass without SAF,Bus,45
827,Mar-2018,Employee,Bus,77210
828,Mar-2018,Free Travel,Bus,40280
829,Mar-2018,On Demand,Bus,1049
830,Mar-2018,Other,Bus,64634
831,Mar-2018,School Student,Bus,2983327
832,Mar-2018,Senior/Pensioner,Bus,4303012
833,Mar-2018,Adult,Ferry,977515
834,Mar-2018,CTP,Ferry,14690
835,Mar-2018,Child/Youth,Ferry,77736
836,Mar-2018,Concession,Ferry,32530
837,Mar-2018,Employee,Ferry,4829
838,Mar-2018,Free Travel,Ferry,2048
839,Mar-2018,School Student,Ferry,2544
840,Mar-2018,Senior/Pensioner,Ferry,200909
841,Mar-2018,Sgl Trip Ferry Adult,Ferry,61722
842,Mar-2018,Sgl Trip Ferry Child/Youth,Ferry,10095
843,Mar-2018,Adult,Light Rail,615888
844,Mar-2018,CTP,Light Rail,3018
845,Mar-2018,Child/Youth,Light Rail,35724
846,Mar-2018,Concession,Light Rail,34138
847,Mar-2018,Free Travel,Light Rail,860
848,Mar-2018,School Student,Light Rail,5884
849,Mar-2018,Senior/Pensioner,Light Rail,143404
850,Mar-2018,Sgl Trip LR Adult,Light Rail,4325
851,Mar-2018,Sgl Trip LR Child/Youth,Light Rail,648
852,Mar-2018,Adult,Train,26186985
853,Mar-2018,Child/Youth,Train,1149786
854,Mar-2018,Concession,Train,2756796
855,Mar-2018,Day Pass Child/Youth w/o SAF,Train,4
856,Mar-2018,Day Pass without SAF,Train,32
857,Mar-2018,Employee,Train,289223
858,Mar-2018,Free Travel,Train,30090
859,Mar-2018,School Student,Train,1154541
860,Mar-2018,Senior/Pensioner,Train,2976317
861,Mar-2018,Sgl Trip Rail Adult,Train,361338
862,Mar-2018,Sgl Trip Rail Child/Youth,Train,62376
863,Apr-2018,Adult,Bus,14183574
864,Apr-2018,Adult Single Bus Trip 1,Bus,139901
865,Apr-2018,Adult Single Bus Trip 2,Bus,75101
866,Apr-2018,Adult Single Bus Trip 3,Bus,25295
867,Apr-2018,Child/Youth,Bus,1426034
868,Apr-2018,Child/Youth Single Bus Trip 1,Bus,41733
869,Apr-2018,Child/Youth Single Bus Trip 2,Bus,32744
870,Apr-2018,Child/Youth Single Bus Trip 3,Bus,9079
871,Apr-2018,Concession,Bus,1787676
872,Apr-2018,Day Pass Child/Youth w/o SAF,Bus,8
873,Apr-2018,Day Pass without SAF,Bus,111
874,Apr-2018,Employee,Bus,70833
875,Apr-2018,Free Travel,Bus,36465
876,Apr-2018,On Demand,Bus,1319
877,Apr-2018,Other,Bus,41889
878,Apr-2018,School Student,Bus,1243894
879,Apr-2018,Senior/Pensioner,Bus,3949337
880,Apr-2018,Adult,Ferry,982513
881,Apr-2018,CTP,Ferry,20559
882,Apr-2018,Child/Youth,Ferry,156154
883,Apr-2018,Concession,Ferry,29908
884,Apr-2018,Employee,Ferry,4990
885,Apr-2018,Free Travel,Ferry,2131
886,Apr-2018,School Student,Ferry,1064
887,Apr-2018,Senior/Pensioner,Ferry,214610
888,Apr-2018,Sgl Trip Ferry Adult,Ferry,54494
889,Apr-2018,Sgl Trip Ferry Child/Youth,Ferry,16375
890,Apr-2018,Adult,Light Rail,586057
891,Apr-2018,CTP,Light Rail,6047
892,Apr-2018,Child/Youth,Light Rail,48611
893,Apr-2018,Concession,Light Rail,28950
894,Apr-2018,Employee,Light Rail,1
895,Apr-2018,Free Travel,Light Rail,887
896,Apr-2018,School Student,Light Rail,2521
897,Apr-2018,Senior/Pensioner,Light Rail,151012
898,Apr-2018,Sgl Trip LR Adult,Light Rail,3698
899,Apr-2018,Sgl Trip LR Child/Youth,Light Rail,1173
900,Apr-2018,Adult,Train,23988605
901,Apr-2018,Child/Youth,Train,1375098
902,Apr-2018,Concession,Train,2206207
903,Apr-2018,Day Pass Child/Youth w/o SAF,Train,6
904,Apr-2018,Day Pass without SAF,Train,102
905,Apr-2018,Employee,Train,262786
906,Apr-2018,Free Travel,Train,28378
907,Apr-2018,School Student,Train,491342
908,Apr-2018,Senior/Pensioner,Train,2776197
909,Apr-2018,Sgl Trip Rail Adult,Train,303161
910,Apr-2018,Sgl Trip Rail Child/Youth,Train,80284
911,May-2018,Adult,Bus,15824004
912,May-2018,Adult Single Bus Trip 1,Bus,138667
913,May-2018,Adult Single Bus Trip 2,Bus,73371
914,May-2018,Adult Single Bus Trip 3,Bus,24464
915,May-2018,Child/Youth,Bus,1184699
916,May-2018,Child/Youth Single Bus Trip 1,Bus,29882
917,May-2018,Child/Youth Single Bus Trip 2,Bus,19692
918,May-2018,Child/Youth Single Bus Trip 3,Bus,5125
919,May-2018,Concession,Bus,2210352
920,May-2018,Day Pass Child/Youth w/o SAF,Bus,29
921,May-2018,Day Pass without SAF,Bus,206
922,May-2018,Employee,Bus,79814
923,May-2018,Free Travel,Bus,41549
924,May-2018,On Demand,Bus,1782
925,May-2018,Other,Bus,66092
926,May-2018,School Student,Bus,3252145
927,May-2018,Senior/Pensioner,Bus,4400482
928,May-2018,Adult,Ferry,828410
929,May-2018,CTP,Ferry,18440
930,May-2018,Child/Youth,Ferry,66680
931,May-2018,Concession,Ferry,27719
932,May-2018,Employee,Ferry,5203
933,May-2018,Free Travel,Ferry,2178
934,May-2018,School Student,Ferry,3347
935,May-2018,Senior/Pensioner,Ferry,201001
936,May-2018,Sgl Trip Ferry Adult,Ferry,40546
937,May-2018,Sgl Trip Ferry Child/Youth,Ferry,6662
938,May-2018,Adult,Light Rail,627483
939,May-2018,CTP,Light Rail,7480
940,May-2018,Child/Youth,Light Rail,34958
941,May-2018,Concession,Light Rail,30938
942,May-2018,Day Pass without SAF,Light Rail,1
943,May-2018,Free Travel,Light Rail,910
944,May-2018,School Student,Light Rail,8352
945,May-2018,Senior/Pensioner,Light Rail,144297
946,May-2018,Sgl Trip LR Adult,Light Rail,3668
947,May-2018,Sgl Trip LR Child/Youth,Light Rail,640
948,May-2018,Adult,Train,27561815
949,May-2018,Child/Youth,Train,960677
950,May-2018,Concession,Train,2700245
951,May-2018,Day Pass Child/Youth w/o SAF,Train,16
952,May-2018,Day Pass without SAF,Train,190
953,May-2018,Employee,Train,320124
954,May-2018,Free Travel,Train,32251
955,May-2018,School Student,Train,1304566
956,May-2018,Senior/Pensioner,Train,3076313
957,May-2018,Sgl Trip Rail Adult,Train,311005
958,May-2018,Sgl Trip Rail Child/Youth,Train,55363
959,Jun-2018,Adult,Bus,14071974
960,Jun-2018,Adult Single Bus Trip 1,Bus,119147
961,Jun-2018,Adult Single Bus Trip 2,Bus,62524
962,Jun-2018,Adult Single Bus Trip 3,Bus,20712
963,Jun-2018,Child/Youth,Bus,1113371
964,Jun-2018,Child/Youth Single Bus Trip 1,Bus,26701
965,Jun-2018,Child/Youth Single Bus Trip 2,Bus,18362
966,Jun-2018,Child/Youth Single Bus Trip 3,Bus,5138
967,Jun-2018,Concession,Bus,1499845
968,Jun-2018,Day Pass Child/Youth w/o SAF,Bus,4
969,Jun-2018,Day Pass without SAF,Bus,216
970,Jun-2018,Employee,Bus,71909
971,Jun-2018,Free Travel,Bus,37474
972,Jun-2018,On Demand,Bus,1896
973,Jun-2018,Other,Bus,56620
974,Jun-2018,School Student,Bus,2654907
975,Jun-2018,Senior/Pensioner,Bus,3898801
976,Jun-2018,Adult,Ferry,769271
977,Jun-2018,CTP,Ferry,20957
978,Jun-2018,Child/Youth,Ferry,91982
979,Jun-2018,Concession,Ferry,24723
980,Jun-2018,Employee,Ferry,4474
981,Jun-2018,Free Travel,Ferry,1969
982,Jun-2018,School Student,Ferry,4600
983,Jun-2018,Senior/Pensioner,Ferry,171076
984,Jun-2018,Sgl Trip Ferry Adult,Ferry,39564
985,Jun-2018,Sgl Trip Ferry Child/Youth,Ferry,11086
986,Jun-2018,Adult,Light Rail,617941
987,Jun-2018,CTP,Light Rail,7660
988,Jun-2018,Child/Youth,Light Rail,39212
989,Jun-2018,Concession,Light Rail,32095
990,Jun-2018,Day Pass without SAF,Light Rail,1
991,Jun-2018,Employee,Light Rail,1
992,Jun-2018,Free Travel,Light Rail,761
993,Jun-2018,School Student,Light Rail,6613
994,Jun-2018,Senior/Pensioner,Light Rail,139229
995,Jun-2018,Sgl Trip LR Adult,Light Rail,3644
996,Jun-2018,Sgl Trip LR Child/Youth,Light Rail,792
997,Jun-2018,Adult,Train,24997620
998,Jun-2018,Child/Youth,Train,1084919
999,Jun-2018,Concession,Train,1925573
1000,Jun-2018,Day Pass Child/Youth w/o SAF,Train,3
1001,Jun-2018,Day Pass without SAF,Train,218
1002,Jun-2018,Employee,Train,291309
1003,Jun-2018,Free Travel,Train,29136
1004,Jun-2018,School Student,Train,1094868
1005,Jun-2018,Senior/Pensioner,Train,2811670
1006,Jun-2018,Sgl Trip Rail Adult,Train,304921
1007,Jun-2018,Sgl Trip Rail Child/Youth,Train,64108
1008,Jul-2018,Adult,Bus,14663512
1009,Jul-2018,Adult Single Bus Trip 1,Bus,125994
1010,Jul-2018,Adult Single Bus Trip 2,Bus,71134
1011,Jul-2018,Adult Single Bus Trip 3,Bus,21913
1012,Jul-2018,Child/Youth,Bus,1478229
1013,Jul-2018,Child/Youth Single Bus Trip 1,Bus,41280
1014,Jul-2018,Child/Youth Single Bus Trip 2,Bus,31772
1015,Jul-2018,Child/Youth Single Bus Trip 3,Bus,8494
1016,Jul-2018,Concession,Bus,1385605
1017,Jul-2018,Day Pass Child/Youth w/o SAF,Bus,10
1018,Jul-2018,Day Pass without SAF,Bus,263
1019,Jul-2018,Employee,Bus,75107
1020,Jul-2018,Free Travel,Bus,40049
1021,Jul-2018,On Demand,Bus,4117
1022,Jul-2018,Other,Bus,37643
1023,Jul-2018,School Student,Bus,1360830
1024,Jul-2018,Senior/Pensioner,Bus,4136888
1025,Jul-2018,Adult,Ferry,842678
1026,Jul-2018,CTP,Ferry,15079
1027,Jul-2018,Child/Youth,Ferry,153090
1028,Jul-2018,Concession,Ferry,25100
1029,Jul-2018,Day Pass without SAF,Ferry,5
1030,Jul-2018,Employee,Ferry,4458
1031,Jul-2018,Free Travel,Ferry,2174
1032,Jul-2018,School Student,Ferry,2101
1033,Jul-2018,Senior/Pensioner,Ferry,187491
1034,Jul-2018,Sgl Trip Ferry Adult,Ferry,44585
1035,Jul-2018,Sgl Trip Ferry Child/Youth,Ferry,17510
1036,Jul-2018,Adult,Light Rail,623308
1037,Jul-2018,CTP,Light Rail,9016
1038,Jul-2018,Child/Youth,Light Rail,53864
1039,Jul-2018,Concession,Light Rail,29101
1040,Jul-2018,Employee,Light Rail,21
1041,Jul-2018,Free Travel,Light Rail,779
1042,Jul-2018,School Student,Light Rail,3089
1043,Jul-2018,Senior/Pensioner,Light Rail,137015
1044,Jul-2018,Sgl Trip LR Adult,Light Rail,3170
1045,Jul-2018,Sgl Trip LR Child/Youth,Light Rail,1101
1046,Jul-2018,Adult,Train,25719570
1047,Jul-2018,Child/Youth,Train,1441083
1048,Jul-2018,Concession,Train,1764348
1049,Jul-2018,Day Pass Child/Youth w/o SAF,Train,11
1050,Jul-2018,Day Pass without SAF,Train,295
1051,Jul-2018,Employee,Train,294039
1052,Jul-2018,Free Travel,Train,31329
1053,Jul-2018,School Student,Train,545831
1054,Jul-2018,Senior/Pensioner,Train,2906558
1055,Jul-2018,Sgl Trip Rail Adult,Train,273148
1056,Jul-2018,Sgl Trip Rail Child/Youth,Train,77382
1057,Aug-2018,Adult,Bus,15671796
1058,Aug-2018,Adult Single Bus Trip 1,Bus,117518
1059,Aug-2018,Adult Single Bus Trip 2,Bus,66263
1060,Aug-2018,Adult Single Bus Trip 3,Bus,20627
1061,Aug-2018,Child/Youth,Bus,1210309
1062,Aug-2018,Child/Youth Single Bus Trip 1,Bus,28189
1063,Aug-2018,Child/Youth Single Bus Trip 2,Bus,18873
1064,Aug-2018,Child/Youth Single Bus Trip 3,Bus,4924
1065,Aug-2018,Concession,Bus,2255143
1066,Aug-2018,Day Pass Child/Youth w/o SAF,Bus,15
1067,Aug-2018,Day Pass without SAF,Bus,294
1068,Aug-2018,Employee,Bus,84601
1069,Aug-2018,Free Travel,Bus,42673
1070,Aug-2018,On Demand,Bus,4888
1071,Aug-2018,Other,Bus,68810
1072,Aug-2018,School Student,Bus,3043783
1073,Aug-2018,Senior/Pensioner,Bus,4327181
1074,Aug-2018,Adult,Ferry,756150
1075,Aug-2018,CTP,Ferry,14406
1076,Aug-2018,Child/Youth,Ferry,77616
1077,Aug-2018,Concession,Ferry,24487
1078,Aug-2018,Day Pass without SAF,Ferry,4
1079,Aug-2018,Employee,Ferry,3771
1080,Aug-2018,Free Travel,Ferry,1908
1081,Aug-2018,School Student,Ferry,5605
1082,Aug-2018,Senior/Pensioner,Ferry,168088
1083,Aug-2018,Sgl Trip Ferry Adult,Ferry,41119
1084,Aug-2018,Sgl Trip Ferry Child/Youth,Ferry,10037
1085,Aug-2018,Adult,Light Rail,635271
1086,Aug-2018,CTP,Light Rail,9575
1087,Aug-2018,Child/Youth,Light Rail,38176
1088,Aug-2018,Concession,Light Rail,33463
1089,Aug-2018,Employee,Light Rail,916
