_id,Year_Month,Card_type,Travel_Mode,Trip
5579,Jan-2024,Child/Youth,metro,154756.93
5580,Jan-2024,Child/Youth,train,1037977.6
5581,Jan-2024,Concession,bus,530888
5582,Jan-2024,Concession,ferry,19665
5583,Jan-2024,Concession,light rail,98025
5584,Jan-2024,Concession,metro,85017.31
5585,Jan-2024,Concession,train,729949.72
5586,Jan-2024,Day Pass Child/Youth w/o SAF,bus,14
5587,Jan-2024,Day Pass Child/Youth w/o SAF,ferry,1
5588,Jan-2024,Day Pass Child/Youth w/o SAF,light rail,8
5589,Jan-2024,Day Pass Child/Youth w/o SAF,train,20
5590,Jan-2024,Day Pass without SAF,bus,1223
5591,Jan-2024,Day Pass without SAF,ferry,55
5592,Jan-2024,Day Pass without SAF,light rail,79
5593,Jan-2024,Day Pass without SAF,metro,21.49
5594,Jan-2024,Day Pass without SAF,train,1010.51
5595,Jan-2024,Employee,bus,56231
5596,Jan-2024,Employee,ferry,4806
5597,Jan-2024,Employee,light rail,9390
5598,Jan-2024,Employee,metro,7591.13
5599,Jan-2024,Employee,train,179906.34
5600,Jan-2024,Free Travel,bus,27073
5601,Jan-2024,Free Travel,ferry,1994
5602,Jan-2024,Free Travel,light rail,2938
5603,Jan-2024,Free Travel,metro,1225.17
5604,Jan-2024,Free Travel,train,20890.47
5605,Jan-2024,On Demand,bus,60778
5606,Jan-2024,School Student,bus,31527
5607,Jan-2024,School Student,ferry,619
5608,Jan-2024,School Student,light rail,1353
5609,Jan-2024,School Student,metro,3283.05
5610,Jan-2024,School Student,train,24056.89
5611,Jan-2024,Senior/Pensioner,bus,3068068
5612,Jan-2024,Senior/Pensioner,ferry,212137
5613,Jan-2024,Senior/Pensioner,light rail,402929
5614,Jan-2024,Senior/Pensioner,metro,133813.21
5615,Jan-2024,Senior/Pensioner,train,2200208.15
5616,Jan-2024,Sgl Trip Ferry Adult,ferry,39508
5617,Jan-2024,Sgl Trip Ferry Child/Youth,ferry,26479
5618,Jan-2024,Sgl Trip LR Adult,light rail,5101
5619,Jan-2024,Sgl Trip LR Child/Youth,light rail,3566
5620,Jan-2024,Sgl Trip Rail Adult,metro,4333.3
5621,Jan-2024,Sgl Trip Rail Adult,train,92385.08
5622,Jan-2024,Sgl Trip Rail Child/Youth,metro,7548.03
5623,Jan-2024,Sgl Trip Rail Child/Youth,train,72588.81
5624,Jan-2024,UNKNOWN,bus,52
5625,Jan-2024,UNKNOWN,light rail,11
5626,Jan-2024,UNKNOWN,metro,7
5627,Jan-2024,UNKNOWN,train,78
5628,Jan-2025,Adult,bus,6045487
5629,Jan-2025,Adult,ferry,429956
5630,Jan-2025,Adult,light rail,1170260
5631,Jan-2025,Adult,metro,1983875.9
5632,Jan-2025,Adult,train,8140462.01
5633,Jan-2025,CTP,bus,7220103
5634,Jan-2025,CTP,ferry,980658
5635,Jan-2025,CTP,light rail,1523525
5636,Jan-2025,CTP,metro,2089650.29
5637,Jan-2025,CTP,train,7869879.41
5638,Jan-2025,Child/Youth,bus,877909
5639,Jan-2025,Child/Youth,ferry,156119
5640,Jan-2025,Child/Youth,light rail,191511
5641,Jan-2025,Child/Youth,metro,312250.88
5642,Jan-2025,Child/Youth,train,858312.87
5643,Jan-2025,Concession,bus,578570
5644,Jan-2025,Concession,ferry,20517
5645,Jan-2025,Concession,light rail,105747
5646,Jan-2025,Concession,metro,231873.12
5647,Jan-2025,Concession,train,668070.53
5648,Jan-2025,Day Pass Child/Youth w/o SAF,bus,2
5649,Jan-2025,Day Pass Child/Youth w/o SAF,metro,0.2
5650,Jan-2025,Day Pass Child/Youth w/o SAF,train,6.8
5651,Jan-2025,Day Pass without SAF,bus,860
5652,Jan-2025,Day Pass without SAF,ferry,39
5653,Jan-2025,Day Pass without SAF,light rail,83
5654,Jan-2025,Day Pass without SAF,metro,37.81
5655,Jan-2025,Day Pass without SAF,train,779.2
5656,Jan-2025,Employee,bus,72103
5657,Jan-2025,Employee,ferry,5753
5658,Jan-2025,Employee,light rail,12439
5659,Jan-2025,Employee,metro,36203.48
5660,Jan-2025,Employee,train,169448.86
5661,Jan-2025,Free Travel,bus,28054
5662,Jan-2025,Free Travel,ferry,2043
5663,Jan-2025,Free Travel,light rail,3575
5664,Jan-2025,Free Travel,metro,5024.5
5665,Jan-2025,Free Travel,train,19982.76
5666,Jan-2025,On Demand,bus,48119
5667,Jan-2025,School Student,bus,11096
5668,Jan-2025,School Student,ferry,235
5669,Jan-2025,School Student,light rail,504
5670,Jan-2025,School Student,metro,3243.24
5671,Jan-2025,School Student,train,9234.73
5672,Jan-2025,Senior/Pensioner,bus,3132431
5673,Jan-2025,Senior/Pensioner,ferry,202016
5674,Jan-2025,Senior/Pensioner,light rail,461800
5675,Jan-2025,Senior/Pensioner,metro,422771.08
5676,Jan-2025,Senior/Pensioner,train,2072169.88
5677,Jan-2025,Sgl Trip Ferry Adult,ferry,37493
5678,Jan-2025,Sgl Trip Ferry Child/Youth,ferry,25159
5679,Jan-2025,Sgl Trip LR Adult,light rail,5223
5680,Jan-2025,Sgl Trip LR Child/Youth,light rail,3652
5681,Jan-2025,Sgl Trip Rail Adult,metro,12779.39
5682,Jan-2025,Sgl Trip Rail Adult,train,73619.24
5683,Jan-2025,Sgl Trip Rail Child/Youth,metro,19320.55
5684,Jan-2025,Sgl Trip Rail Child/Youth,train,62901.32
5685,Jan-2025,UNKNOWN,bus,20
5686,Jan-2025,UNKNOWN,ferry,5
5687,Jan-2025,UNKNOWN,light rail,6
5688,Jan-2025,UNKNOWN,metro,3
5689,Jan-2025,UNKNOWN,train,8
5690,Jan-2026,Adult,bus,5548903
5691,Jan-2026,Adult,ferry,376828
5692,Jan-2026,Adult,light rail,1127614
5693,Jan-2026,Adult,metro,1813157.48
5694,Jan-2026,Adult,train,8052509.38
5695,Jan-2026,CTP,bus,8068252
5696,Jan-2026,CTP,ferry,1106268
5697,Jan-2026,CTP,light rail,1719937
5698,Jan-2026,CTP,metro,2172549.43
5699,Jan-2026,CTP,train,9048766.08
5700,Jan-2026,Child/Youth,bus,828841
5701,Jan-2026,Child/Youth,ferry,143753
5702,Jan-2026,Child/Youth,light rail,184613
5703,Jan-2026,Child/Youth,metro,292024.66
5704,Jan-2026,Child/Youth,train,884909.45
5705,Jan-2026,Concession,bus,522488
5706,Jan-2026,Concession,ferry,19298
5707,Jan-2026,Concession,light rail,107592
5708,Jan-2026,Concession,metro,218331
5709,Jan-2026,Concession,train,661793.96
5710,Jan-2026,Day Pass Child/Youth w/o SAF,bus,4
5711,Jan-2026,Day Pass Child/Youth w/o SAF,train,1
5712,Jan-2026,Day Pass without SAF,bus,931
5713,Jan-2026,Day Pass without SAF,ferry,21
5714,Jan-2026,Day Pass without SAF,light rail,108
5715,Jan-2026,Day Pass without SAF,metro,45.51
5716,Jan-2026,Day Pass without SAF,train,1000.7
5717,Jan-2026,Employee,bus,80344
5718,Jan-2026,Employee,ferry,6079
5719,Jan-2026,Employee,light rail,15034
5720,Jan-2026,Employee,metro,41251.1
5721,Jan-2026,Employee,train,209724.72
5722,Jan-2026,Free Travel,bus,27452
5723,Jan-2026,Free Travel,ferry,2067
5724,Jan-2026,Free Travel,light rail,3765
5725,Jan-2026,Free Travel,metro,4727.41
5726,Jan-2026,Free Travel,train,21818.95
5727,Jan-2026,On Demand,bus,31179
5728,Jan-2026,School Student,bus,48545
5729,Jan-2026,School Student,ferry,1097
5730,Jan-2026,School Student,light rail,2283
5731,Jan-2026,School Student,metro,16427.13
5732,Jan-2026,School Student,train,43060.8
5733,Jan-2026,Senior/Pensioner,bus,3106695
5734,Jan-2026,Senior/Pensioner,ferry,216314
5735,Jan-2026,Senior/Pensioner,light rail,521517
5736,Jan-2026,Senior/Pensioner,metro,419188.88
5737,Jan-2026,Senior/Pensioner,train,2303419.47
5738,Jan-2026,Sgl Trip Ferry Adult,ferry,47799
5739,Jan-2026,Sgl Trip Ferry Child/Youth,ferry,25346
5740,Jan-2026,Sgl Trip LR Adult,light rail,3322
5741,Jan-2026,Sgl Trip LR Child/Youth,light rail,2790
5742,Jan-2026,Sgl Trip Rail Adult,metro,10846.3
5743,Jan-2026,Sgl Trip Rail Adult,train,73614.44
5744,Jan-2026,Sgl Trip Rail Child/Youth,metro,17327.16
5745,Jan-2026,Sgl Trip Rail Child/Youth,train,70117.68
5746,Jan-2026,UNKNOWN,bus,10
5747,Jan-2026,UNKNOWN,ferry,2
5748,Jan-2026,UNKNOWN,light rail,2
5749,Jan-2026,UNKNOWN,metro,4.64
5750,Jan-2026,UNKNOWN,train,33
5751,Jul-2024,Adult,bus,6950155
5752,Jul-2024,Adult,ferry,358779
5753,Jul-2024,Adult,light rail,1105263
5754,Jul-2024,Adult,metro,901463.26
5755,Jul-2024,Adult,train,11423594.3
5756,Jul-2024,Adult,unallocated,11
5757,Jul-2024,CTP,bus,6975633
5758,Jul-2024,CTP,ferry,625839
5759,Jul-2024,CTP,light rail,1286505
5760,Jul-2024,CTP,metro,662892.42
5761,Jul-2024,CTP,train,9888563.36
5762,Jul-2024,CTP,unallocated,33
5763,Jul-2024,Child/Youth,bus,818016
5764,Jul-2024,Child/Youth,ferry,111866
5765,Jul-2024,Child/Youth,light rail,141597
5766,Jul-2024,Child/Youth,metro,142085.66
5767,Jul-2024,Child/Youth,train,909028.61
5768,Jul-2024,Child/Youth,unallocated,4
5769,Jul-2024,Concession,bus,823070
5770,Jul-2024,Concession,ferry,18993
5771,Jul-2024,Concession,light rail,276011
5772,Jul-2024,Concession,metro,152739.99
5773,Jul-2024,Concession,train,1203700.62
5774,Jul-2024,Day Pass Child/Youth w/o SAF,bus,19
5775,Jul-2024,Day Pass Child/Youth w/o SAF,ferry,78
5776,Jul-2024,Day Pass Child/Youth w/o SAF,light rail,7
5777,Jul-2024,Day Pass Child/Youth w/o SAF,metro,0.41
5778,Jul-2024,Day Pass Child/Youth w/o SAF,train,185.59
5779,Jul-2024,Day Pass without SAF,bus,1245
5780,Jul-2024,Day Pass without SAF,ferry,25
5781,Jul-2024,Day Pass without SAF,light rail,55
5782,Jul-2024,Day Pass without SAF,metro,24.41
5783,Jul-2024,Day Pass without SAF,train,1006.59
5784,Jul-2024,Employee,bus,74951
5785,Jul-2024,Employee,ferry,4266
5786,Jul-2024,Employee,light rail,9356
5787,Jul-2024,Employee,metro,10148.96
5788,Jul-2024,Employee,train,211990.5
5789,Jul-2024,Employee,unallocated,1
5790,Jul-2024,Free Travel,bus,29240
5791,Jul-2024,Free Travel,ferry,1668
5792,Jul-2024,Free Travel,light rail,3086
5793,Jul-2024,Free Travel,metro,1892.98
5794,Jul-2024,Free Travel,train,25573.17
5795,Jul-2024,On Demand,bus,63116
5796,Jul-2024,School Student,bus,703933
5797,Jul-2024,School Student,ferry,4518
5798,Jul-2024,School Student,light rail,18127
5799,Jul-2024,School Student,metro,93029.96
5800,Jul-2024,School Student,train,522414.44
5801,Jul-2024,Senior/Pensioner,bus,3292915
5802,Jul-2024,Senior/Pensioner,ferry,168242
5803,Jul-2024,Senior/Pensioner,light rail,363919
5804,Jul-2024,Senior/Pensioner,metro,161931.91
5805,Jul-2024,Senior/Pensioner,train,2523302.76
5806,Jul-2024,Sgl Trip Ferry Adult,ferry,23314
5807,Jul-2024,Sgl Trip Ferry Child/Youth,ferry,17154
5808,Jul-2024,Sgl Trip LR Adult,light rail,3710
5809,Jul-2024,Sgl Trip LR Child/Youth,light rail,2651
5810,Jul-2024,Sgl Trip Rail Adult,metro,4326.3
5811,Jul-2024,Sgl Trip Rail Adult,train,79786.72
5812,Jul-2024,Sgl Trip Rail Child/Youth,metro,7560.88
5813,Jul-2024,Sgl Trip Rail Child/Youth,train,61982.13
5814,Jul-2024,UNKNOWN,bus,161
5815,Jul-2024,UNKNOWN,ferry,1
5816,Jul-2024,UNKNOWN,light rail,1
5817,Jul-2024,UNKNOWN,metro,9
5818,Jul-2024,UNKNOWN,train,151
5819,Jul-2025,Adult,bus,6377442
5820,Jul-2025,Adult,ferry,331948
5821,Jul-2025,Adult,light rail,1301687
5822,Jul-2025,Adult,metro,2320889.31
5823,Jul-2025,Adult,train,9168967.82
5824,Jul-2025,CTP,bus,7525753
5825,Jul-2025,CTP,ferry,730075
5826,Jul-2025,CTP,light rail,1695631
5827,Jul-2025,CTP,metro,2467934.51
5828,Jul-2025,CTP,train,8989932.67
5829,Jul-2025,Child/Youth,bus,772408
5830,Jul-2025,Child/Youth,ferry,111357
5831,Jul-2025,Child/Youth,light rail,173901
5832,Jul-2025,Child/Youth,metro,293834.5
5833,Jul-2025,Child/Youth,train,817114.88
5834,Jul-2025,Concession,bus,808703
5835,Jul-2025,Concession,ferry,19760
5836,Jul-2025,Concession,light rail,322314
5837,Jul-2025,Concession,metro,350773.2
5838,Jul-2025,Concession,train,1021877.62
5839,Jul-2025,Day Pass Child/Youth w/o SAF,bus,33
5840,Jul-2025,Day Pass Child/Youth w/o SAF,ferry,142
5841,Jul-2025,Day Pass Child/Youth w/o SAF,light rail,45
5842,Jul-2025,Day Pass Child/Youth w/o SAF,metro,2
5843,Jul-2025,Day Pass Child/Youth w/o SAF,train,117
5844,Jul-2025,Day Pass without SAF,bus,1288
5845,Jul-2025,Day Pass without SAF,ferry,46
5846,Jul-2025,Day Pass without SAF,light rail,156
5847,Jul-2025,Day Pass without SAF,metro,50.18
5848,Jul-2025,Day Pass without SAF,train,1288.84
5849,Jul-2025,Employee,bus,80771
5850,Jul-2025,Employee,ferry,4513
5851,Jul-2025,Employee,light rail,13710
5852,Jul-2025,Employee,metro,40803.11
5853,Jul-2025,Employee,train,179627.87
5854,Jul-2025,Free Travel,bus,28616
5855,Jul-2025,Free Travel,ferry,1883
5856,Jul-2025,Free Travel,light rail,3768
5857,Jul-2025,Free Travel,metro,5530.92
5858,Jul-2025,Free Travel,train,22459.57
5859,Jul-2025,On Demand,bus,37862
5860,Jul-2025,School Student,bus,641317
5861,Jul-2025,School Student,ferry,4133
5862,Jul-2025,School Student,light rail,24915
5863,Jul-2025,School Student,metro,142529.7
5864,Jul-2025,School Student,train,407273.67
5865,Jul-2025,Senior/Pensioner,bus,3205876
5866,Jul-2025,Senior/Pensioner,ferry,173889
5867,Jul-2025,Senior/Pensioner,light rail,471947
5868,Jul-2025,Senior/Pensioner,metro,471763.06
5869,Jul-2025,Senior/Pensioner,train,2300623.36
5870,Jul-2025,Sgl Trip Ferry Adult,ferry,23932
5871,Jul-2025,Sgl Trip Ferry Child/Youth,ferry,17947
5872,Jul-2025,Sgl Trip LR Adult,light rail,3800
5873,Jul-2025,Sgl Trip LR Child/Youth,light rail,3242
5874,Jul-2025,Sgl Trip Rail Adult,metro,11175.87
5875,Jul-2025,Sgl Trip Rail Adult,train,65681.77
5876,Jul-2025,Sgl Trip Rail Child/Youth,metro,17922.41
5877,Jul-2025,Sgl Trip Rail Child/Youth,train,58395.9
5878,Jul-2025,UNKNOWN,bus,16
5879,Jul-2025,UNKNOWN,metro,0
5880,Jul-2025,UNKNOWN,train,17
5881,Jun-2024,Adult,bus,6338863
5882,Jun-2024,Adult,ferry,330608
5883,Jun-2024,Adult,light rail,1054435
5884,Jun-2024,Adult,metro,771469.58
5885,Jun-2024,Adult,train,10589586.39
5886,Jun-2024,Adult,unallocated,9
5887,Jun-2024,CTP,bus,6392070
5888,Jun-2024,CTP,ferry,611037
5889,Jun-2024,CTP,light rail,1226839
5890,Jun-2024,CTP,metro,572990.01
5891,Jun-2024,CTP,train,9453174.86
5892,Jun-2024,CTP,unallocated,22
5893,Jun-2024,Child/Youth,bus,556158
5894,Jun-2024,Child/Youth,ferry,65865
5895,Jun-2024,Child/Youth,light rail,84868
5896,Jun-2024,Child/Youth,metro,83789.97
5897,Jun-2024,Child/Youth,train,670788.28
5898,Jun-2024,Child/Youth,unallocated,10
5899,Jun-2024,Concession,bus,791569
5900,Jun-2024,Concession,ferry,19923
5901,Jun-2024,Concession,light rail,278343
5902,Jun-2024,Concession,metro,132073.35
5903,Jun-2024,Concession,train,1158953.28
5904,Jun-2024,Concession,unallocated,3
5905,Jun-2024,Day Pass Child/Youth w/o SAF,bus,9
5906,Jun-2024,Day Pass Child/Youth w/o SAF,ferry,112
5907,Jun-2024,Day Pass Child/Youth w/o SAF,light rail,2
5908,Jun-2024,Day Pass Child/Youth w/o SAF,train,212
5909,Jun-2024,Day Pass without SAF,bus,1092
5910,Jun-2024,Day Pass without SAF,ferry,44
5911,Jun-2024,Day Pass without SAF,light rail,40
5912,Jun-2024,Day Pass without SAF,metro,18
5913,Jun-2024,Day Pass without SAF,train,1008
5914,Jun-2024,Employee,bus,67533
5915,Jun-2024,Employee,ferry,4108
5916,Jun-2024,Employee,light rail,9006
5917,Jun-2024,Employee,metro,9163.62
5918,Jun-2024,Employee,train,202060.75
5919,Jun-2024,Employee,unallocated,1
5920,Jun-2024,Free Travel,bus,26010
5921,Jun-2024,Free Travel,ferry,1621
5922,Jun-2024,Free Travel,light rail,2862
5923,Jun-2024,Free Travel,metro,1663.86
5924,Jun-2024,Free Travel,train,23665.14
5925,Jun-2024,On Demand,bus,56418
5926,Jun-2024,School Student,bus,1212845
5927,Jun-2024,School Student,ferry,9178
5928,Jun-2024,School Student,light rail,33627
5929,Jun-2024,School Student,metro,161638.02
5930,Jun-2024,School Student,train,908555.82
5931,Jun-2024,Senior/Pensioner,bus,3031263
5932,Jun-2024,Senior/Pensioner,ferry,161668
5933,Jun-2024,Senior/Pensioner,light rail,358961
5934,Jun-2024,Senior/Pensioner,metro,141236.04
5935,Jun-2024,Senior/Pensioner,train,2366099.53
5936,Jun-2024,Sgl Trip Ferry Adult,ferry,18814
5937,Jun-2024,Sgl Trip Ferry Child/Youth,ferry,11232
5938,Jun-2024,Sgl Trip LR Adult,light rail,3095
5939,Jun-2024,Sgl Trip LR Child/Youth,light rail,1648
5940,Jun-2024,Sgl Trip Rail Adult,metro,3357.75
5941,Jun-2024,Sgl Trip Rail Adult,train,77350.16
5942,Jun-2024,Sgl Trip Rail Adult,unallocated,1
5943,Jun-2024,Sgl Trip Rail Child/Youth,metro,4426.81
5944,Jun-2024,Sgl Trip Rail Child/Youth,train,47978.76
5945,Jun-2024,UNKNOWN,bus,148
5946,Jun-2024,UNKNOWN,light rail,3
5947,Jun-2024,UNKNOWN,metro,12
5948,Jun-2024,UNKNOWN,train,194
5949,Jun-2025,Adult,bus,6077451
5950,Jun-2025,Adult,ferry,309133
5951,Jun-2025,Adult,light rail,1209174
5952,Jun-2025,Adult,metro,2276887.06
5953,Jun-2025,Adult,train,9113955.71
5954,Jun-2025,CTP,bus,7224030
5955,Jun-2025,CTP,ferry,707681
5956,Jun-2025,CTP,light rail,1577013
5957,Jun-2025,CTP,metro,2485381.41
5958,Jun-2025,CTP,train,9195358.88
5959,Jun-2025,Child/Youth,bus,537658
5960,Jun-2025,Child/Youth,ferry,63180
5961,Jun-2025,Child/Youth,light rail,100181
5962,Jun-2025,Child/Youth,metro,206625.36
5963,Jun-2025,Child/Youth,train,576481.65
5964,Jun-2025,Concession,bus,854342
5965,Jun-2025,Concession,ferry,21456
5966,Jun-2025,Concession,light rail,350837
5967,Jun-2025,Concession,metro,388645.75
5968,Jun-2025,Concession,train,1100582.45
5969,Jun-2025,Day Pass Child/Youth w/o SAF,bus,48
5970,Jun-2025,Day Pass Child/Youth w/o SAF,ferry,51
5971,Jun-2025,Day Pass Child/Youth w/o SAF,light rail,36
5972,Jun-2025,Day Pass Child/Youth w/o SAF,metro,1.21
5973,Jun-2025,Day Pass Child/Youth w/o SAF,train,209.79
5974,Jun-2025,Day Pass without SAF,bus,1395
5975,Jun-2025,Day Pass without SAF,ferry,30
5976,Jun-2025,Day Pass without SAF,light rail,76
5977,Jun-2025,Day Pass without SAF,metro,39.09
5978,Jun-2025,Day Pass without SAF,train,935.96
5979,Jun-2025,Employee,bus,78305
5980,Jun-2025,Employee,ferry,4627
5981,Jun-2025,Employee,light rail,13836
5982,Jun-2025,Employee,metro,41683.57
5983,Jun-2025,Employee,train,188840.06
5984,Jun-2025,Free Travel,bus,28368
5985,Jun-2025,Free Travel,ferry,1849
5986,Jun-2025,Free Travel,light rail,3878
5987,Jun-2025,Free Travel,metro,5499.84
5988,Jun-2025,Free Travel,train,22663.19
5989,Jun-2025,On Demand,bus,49380
5990,Jun-2025,School Student,bus,1222709
5991,Jun-2025,School Student,ferry,9369
5992,Jun-2025,School Student,light rail,47944
5993,Jun-2025,School Student,metro,297685.61
5994,Jun-2025,School Student,train,843256.25
5995,Jun-2025,Senior/Pensioner,bus,3138547
5996,Jun-2025,Senior/Pensioner,ferry,175913
5997,Jun-2025,Senior/Pensioner,light rail,464471
5998,Jun-2025,Senior/Pensioner,metro,469013.7
5999,Jun-2025,Senior/Pensioner,train,2324445.81
6000,Jun-2025,Sgl Trip Ferry Adult,ferry,17001
6001,Jun-2025,Sgl Trip Ferry Child/Youth,ferry,10352
6002,Jun-2025,Sgl Trip LR Adult,light rail,2812
6003,Jun-2025,Sgl Trip LR Child/Youth,light rail,1771
6004,Jun-2025,Sgl Trip Rail Adult,metro,10011.94
6005,Jun-2025,Sgl Trip Rail Adult,train,63769.68
6006,Jun-2025,Sgl Trip Rail Child/Youth,metro,13250.56
6007,Jun-2025,Sgl Trip Rail Child/Youth,train,42238.44
6008,Jun-2025,UNKNOWN,bus,23
6009,Jun-2025,UNKNOWN,light rail,1
6010,Jun-2025,UNKNOWN,metro,1.83
6011,Jun-2025,UNKNOWN,train,29
6012,Mar-2024,Adult,bus,7319585
6013,Mar-2024,Adult,ferry,471340
6014,Mar-2024,Adult,light rail,1346495
6015,Mar-2024,Adult,metro,814419.91
6016,Mar-2024,Adult,train,11803250.66
6017,Mar-2024,Adult,unallocated,2
6018,Mar-2024,CTP,bus,7413240
6019,Mar-2024,CTP,ferry,893419
6020,Mar-2024,CTP,light rail,1612262
6021,Mar-2024,CTP,metro,607773.53
6022,Mar-2024,CTP,train,10470828.47
6023,Mar-2024,CTP,unallocated,2
6024,Mar-2024,Child/Youth,bus,670547
6025,Mar-2024,Child/Youth,ferry,69795
6026,Mar-2024,Child/Youth,light rail,100197
6027,Mar-2024,Child/Youth,metro,75289.3
6028,Mar-2024,Child/Youth,train,703952.36
6029,Mar-2024,Concession,bus,1127874
6030,Mar-2024,Concession,ferry,26400
6031,Mar-2024,Concession,light rail,355508
6032,Mar-2024,Concession,metro,229799.54
6033,Mar-2024,Concession,train,1773988.5
6034,Mar-2024,Day Pass Child/Youth w/o SAF,bus,9
6035,Mar-2024,Day Pass Child/Youth w/o SAF,ferry,4
6036,Mar-2024,Day Pass Child/Youth w/o SAF,light rail,6
6037,Mar-2024,Day Pass Child/Youth w/o SAF,train,124
6038,Mar-2024,Day Pass without SAF,bus,1094
6039,Mar-2024,Day Pass without SAF,ferry,42
6040,Mar-2024,Day Pass without SAF,light rail,59
6041,Mar-2024,Day Pass without SAF,metro,5
6042,Mar-2024,Day Pass without SAF,train,977
6043,Mar-2024,Employee,bus,61289
6044,Mar-2024,Employee,ferry,4446
6045,Mar-2024,Employee,light rail,9835
6046,Mar-2024,Employee,metro,7997
6047,Mar-2024,Employee,train,195726.02
6048,Mar-2024,Free Travel,bus,29299
6049,Mar-2024,Free Travel,ferry,1964
6050,Mar-2024,Free Travel,light rail,3491
6051,Mar-2024,Free Travel,metro,1435.75
6052,Mar-2024,Free Travel,train,25231.47
6053,Mar-2024,On Demand,bus,57258
6054,Mar-2024,School Student,bus,1482352
6055,Mar-2024,School Student,ferry,10782
6056,Mar-2024,School Student,light rail,48123
6057,Mar-2024,School Student,metro,166074.76
6058,Mar-2024,School Student,train,1041737.02
6059,Mar-2024,Senior/Pensioner,bus,3349867
6060,Mar-2024,Senior/Pensioner,ferry,216193
6061,Mar-2024,Senior/Pensioner,light rail,457098
6062,Mar-2024,Senior/Pensioner,metro,134824.74
6063,Mar-2024,Senior/Pensioner,train,2590408.43
6064,Mar-2024,Sgl Trip Ferry Adult,ferry,29781
6065,Mar-2024,Sgl Trip Ferry Child/Youth,ferry,11344
6066,Mar-2024,Sgl Trip LR Adult,light rail,4274
6067,Mar-2024,Sgl Trip LR Child/Youth,light rail,1636
6068,Mar-2024,Sgl Trip Rail Adult,metro,3622.48
6069,Mar-2024,Sgl Trip Rail Adult,train,96226.98
6070,Mar-2024,Sgl Trip Rail Child/Youth,metro,3233.73
6071,Mar-2024,Sgl Trip Rail Child/Youth,train,43404.28
6072,Mar-2024,UNKNOWN,bus,148
6073,Mar-2024,UNKNOWN,ferry,11
6074,Mar-2024,UNKNOWN,light rail,7
6075,Mar-2024,UNKNOWN,metro,18.99
6076,Mar-2024,UNKNOWN,train,235
6077,Mar-2025,Adult,bus,7084575
6078,Mar-2025,Adult,ferry,365081
6079,Mar-2025,Adult,light rail,1359253
6080,Mar-2025,Adult,metro,2290011.23
6081,Mar-2025,Adult,train,9942389.57
6082,Mar-2025,CTP,bus,8544262
6083,Mar-2025,CTP,ferry,894057
6084,Mar-2025,CTP,light rail,1835420
6085,Mar-2025,CTP,metro,2452600.38
6086,Mar-2025,CTP,train,9866014.63
6087,Mar-2025,Child/Youth,bus,640351
6088,Mar-2025,Child/Youth,ferry,49844
6089,Mar-2025,Child/Youth,light rail,99175
6090,Mar-2025,Child/Youth,metro,194646.89
6091,Mar-2025,Child/Youth,train,575830.5
6092,Mar-2025,Concession,bus,1313881
6093,Mar-2025,Concession,ferry,28321
6094,Mar-2025,Concession,light rail,413992
6095,Mar-2025,Concession,metro,552649.93
6096,Mar-2025,Concession,train,1697587.26
6097,Mar-2025,Day Pass Child/Youth w/o SAF,bus,54
6098,Mar-2025,Day Pass Child/Youth w/o SAF,light rail,108
6099,Mar-2025,Day Pass Child/Youth w/o SAF,train,232
6100,Mar-2025,Day Pass without SAF,bus,1006
6101,Mar-2025,Day Pass without SAF,ferry,36
6102,Mar-2025,Day Pass without SAF,light rail,83
